Date,Store_ID,Store,Market,Country_ID,Brand,Channel,Home_Delivery_Channel,Digital_Channel,Sales,Sales_LY,Sales_Variance,Transactions,Transactions_LY,Transactions_Variance,Average_Check,Average_Check_LY,Average_Check_Variance,Budget,Budget_LY,Budget_Variance,Budget_Transactions,Budget_Transactions_LY,Budget_Transactions_Variance,Budget_Average_Check,Budget_Average_Check_LY,Budget_Average_Check_Variance
2023-08-24,135104,DUBAI HILLS MALL,UAE,4,Peets Coffee,Dine In,Non HD,Others,2182.48,,,182,,,11.99,,,975.78,,,130,,,7.51,,
2024-07-09,135103,DUBAI MARINA MALL,UAE,4,Peets Coffee,Dine In,Non HD,Others,901.73,,,76,,,11.86,,,1666.45,,,130,,,12.82,,
2024-09-02,135103,DUBAI MARINA MALL,UAE,4,Peets Coffee,Dine In,Non HD,Others,1409.23,,,119,,,11.84,,,1691.87,,,130,,,13.01,,
2025-08-23,135127,PEETS LOFTS BOULEVARD,UAE,4,Peets Coffee,Dine In,Non HD,Others,982.62,,,46,,,21.36,,,1940.51,,,130,,,14.93,,
2024-01-26,135100,CITY WALK,UAE,4,Peets Coffee,Dine In,Non HD,Others,896.45,,,62,,,14.46,,,1705.13,,,130,,,13.12,,
2024-07-16,135103,DUBAI MARINA MALL,UAE,4,Peets Coffee,Dine In,Non HD,Others,1538.17,,,130,,,11.83,,,1592.42,,,130,,,12.25,,
2024-03-15,135103,DUBAI MARINA MALL,UAE,4,Peets Coffee,Dine In,Non HD,Others,1458.08,,,127,,,11.48,,,1710.01,,,130,,,13.15,,
2024-01-12,135100,CITY WALK,UAE,4,Peets Coffee,Dine In,Non HD,Others,1424.69,,,87,,,16.38,,,1744.1,,,130,,,13.42,,
2024-06-04,135103,DUBAI MARINA MALL,UAE,4,Peets Coffee,Dine In,Non HD,Others,994.02,,,97,,,10.25,,,1624.18,,,130,,,12.49,,
2024-11-15,135100,CITY WALK,UAE,4,Peets Coffee,Dine In,Non HD,Others,974.37,,,67,,,14.54,,,1688.12,,,130,,,12.99,,
2024-07-29,135103,DUBAI MARINA MALL,UAE,4,Peets Coffee,Dine In,Non HD,Others,1051.35,,,93,,,11.3,,,1627.08,,,130,,,12.52,,
2024-11-22,135100,CITY WALK,UAE,4,Peets Coffee,Dine In,Non HD,Others,833.1,,,65,,,12.82,,,1703.97,,,130,,,13.11,,
2025-04-05,135128,PEETS DEERFIELDS MALL,UAE,4,Peets Coffee,Dine In,Non HD,Others,65.02,,,7,,,9.29,,,2001.46,,,130,,,15.4,,
2023-11-29,135104,DUBAI HILLS MALL,UAE,4,Peets Coffee,Dine In,Non HD,Others,2312.14,,,205,,,11.28,,,1017.74,,,130,,,7.83,,
2025-02-15,135118,PEETS MEADOWS TOWN CENTRE,UAE,4,Peets Coffee,Dine In,Non HD,Others,847.85,,,57,,,14.87,,,1933.75,,,130,,,14.88,,
2025-04-04,135107,ARABIAN RANCHES 3,UAE,4,Peets Coffee,Dine In,Non HD,Others,435.18,,,26,,,16.74,,,1940.88,,,130,,,14.93,,
2025-05-10,135107,ARABIAN RANCHES 3,UAE,4,Peets Coffee,Dine In,Non HD,Others,653.38,,,38,,,17.19,,,1931.46,,,130,,,14.86,,
2023-07-13,135101,FASHION AVENUE DUBAI MALL,UAE,4,Peets Coffee,Dine In,Non HD,Others,1530.43,,,119,,,12.86,,,978.25,,,130,,,7.52,,
2023-07-13,135104,DUBAI HILLS MALL,UAE,4,Peets Coffee,Dine In,Non HD,Others,2287.54,,,184,,,12.43,,,978.25,,,130,,,7.52,,
2024-10-14,135103,DUBAI MARINA MALL,UAE,4,Peets Coffee,Dine In,Non HD,Others,1073.15,,,94,,,11.42,,,1664.06,,,130,,,12.8,,
2023-11-29,135102,DUBAI MALL LOWER GROUND FLOOR,UAE,4,Peets Coffee,Dine In,Non HD,Others,2490.49,,,182,,,13.68,,,1017.74,,,130,,,7.83,,
2024-07-01,135103,DUBAI MARINA MALL,UAE,4,Peets Coffee,Dine In,Non HD,Others,1384.12,,,124,,,11.16,,,1719.55,,,130,,,13.23,,
2024-10-07,135103,DUBAI MARINA MALL,UAE,4,Peets Coffee,Dine In,Non HD,Others,1035.09,,,89,,,11.63,,,1659.56,,,130,,,12.77,,
2025-04-05,135107,ARABIAN RANCHES 3,UAE,4,Peets Coffee,Dine In,Non HD,Others,618.6,,,34,,,18.19,,,1979.0,,,130,,,15.22,,
2024-10-31,135100,CITY WALK,UAE,4,Peets Coffee,Dine In,Non HD,Others,715.61,,,64,,,11.18,,,2042.69,,,130,,,15.71,,
2023-08-24,135101,FASHION AVENUE DUBAI MALL,UAE,4,Peets Coffee,Dine In,Non HD,Others,1707.16,,,99,,,17.24,,,975.78,,,130,,,7.51,,
2024-07-23,135103,DUBAI MARINA MALL,UAE,4,Peets Coffee,Dine In,Non HD,Others,1240.24,,,105,,,11.81,,,1592.18,,,130,,,12.25,,
2025-08-16,135127,PEETS LOFTS BOULEVARD,UAE,4,Peets Coffee,Dine In,Non HD,Others,908.72,,,49,,,18.55,,,1940.51,,,130,,,14.93,,
2024-03-30,135100,CITY WALK,UAE,4,Peets Coffee,Dine In,Non HD,Others,583.56,,,44,,,13.26,,,1703.23,,,130,,,13.1,,
2024-04-11,135100,CITY WALK,UAE,4,Peets Coffee,Dine In,Non HD,Others,1436.15,,,91,,,15.78,,,1640.68,,,130,,,12.62,,
2024-10-21,135103,DUBAI MARINA MALL,UAE,4,Peets Coffee,Dine In,Non HD,Others,1086.78,,,96,,,11.32,,,1634.45,,,130,,,12.57,,
2025-09-04,135125,PEETS MADINATI MALL,UAE,4,Peets Coffee,Dine In,Non HD,Others,796.98,,,43,,,18.53,,,875.41,,,64,,,13.68,,
2025-09-02,135106,MIRDIF CITY CENTER,UAE,4,Peets Coffee,Dine In,Non HD,Others,628.49,,,60,,,10.47,,,815.11,,,64,,,12.74,,
2025-08-12,135106,MIRDIF CITY CENTER,UAE,4,Peets Coffee,Dine In,Non HD,Others,1341.07,,,113,,,11.87,,,805.14,,,64,,,12.58,,
2025-06-20,135114,DUBAI MALL KK CO,UAE,4,Peets Coffee,Dine In,Non HD,Others,376.16,,,35,,,10.75,,,705.1,,,64,,,11.02,,
2025-01-24,135114,DUBAI MALL KK CO,UAE,4,Peets Coffee,Dine In,Non HD,Others,459.93,,,57,,,8.07,,,704.53,,,64,,,11.01,,
2025-02-25,135123,REEM MALL,UAE,4,Peets Coffee,Dine In,Non HD,Others,780.22,,,60,,,13.0,,,837.68,,,64,,,13.09,,
2025-06-21,135122,MBZ MALL,UAE,4,Peets Coffee,Dine In,Non HD,Others,361.24,,,34,,,10.62,,,1409.87,,,64,,,22.03,,
2025-08-25,135128,PEETS DEERFIELDS MALL,UAE,4,Peets Coffee,Dine In,Non HD,Others,75.41,,,9,,,8.38,,,873.23,,,64,,,13.64,,
2025-02-04,135123,REEM MALL,UAE,4,Peets Coffee,Dine In,Non HD,Others,423.94,,,43,,,9.86,,,852.64,,,64,,,13.32,,
2025-07-24,135128,PEETS DEERFIELDS MALL,UAE,4,Peets Coffee,Dine In,Non HD,Others,102.98,,,5,,,20.6,,,887.1,,,64,,,13.86,,
2025-05-24,135122,MBZ MALL,UAE,4,Peets Coffee,Dine In,Non HD,Others,285.87,,,32,,,8.93,,,1440.24,,,64,,,22.5,,
2025-06-07,135114,DUBAI MALL KK CO,UAE,4,Peets Coffee,Dine In,Non HD,Others,482.05,,,45,,,10.71,,,712.21,,,64,,,11.13,,
2025-04-19,135116,PEETS AL SEEF,UAE,4,Peets Coffee,Dine In,Non HD,Others,558.33,,,34,,,16.42,,,949.35,,,64,,,14.83,,
2025-04-19,135122,MBZ MALL,UAE,4,Peets Coffee,Dine In,Non HD,Others,63.51,,,5,,,12.7,,,1420.43,,,64,,,22.19,,
2025-07-13,135135,PEETS DEIRA CITY CENTRE,UAE,4,Peets Coffee,Dine In,Non HD,Others,673.74,,,53,,,12.71,,,912.93,,,64,,,14.26,,
2025-08-21,135125,PEETS MADINATI MALL,UAE,4,Peets Coffee,Dine In,Non HD,Others,1180.45,,,52,,,22.7,,,874.86,,,64,,,13.67,,
2025-02-08,135122,MBZ MALL,UAE,4,Peets Coffee,Dine In,Non HD,Others,541.55,,,40,,,13.54,,,1441.98,,,64,,,22.53,,
2025-05-16,135116,PEETS AL SEEF,UAE,4,Peets Coffee,Dine In,Non HD,Others,145.22,,,10,,,14.52,,,924.87,,,64,,,14.45,,
2025-05-20,135123,REEM MALL,UAE,4,Peets Coffee,Dine In,Non HD,Others,71.41,,,11,,,6.49,,,847.72,,,64,,,13.25,,
2025-08-04,135135,PEETS DEIRA CITY CENTRE,UAE,4,Peets Coffee,Dine In,Non HD,Others,383.04,,,41,,,9.34,,,866.51,,,64,,,13.54,,
2025-03-03,135107,ARABIAN RANCHES 3,UAE,4,Peets Coffee,Dine In,Non HD,Others,319.49,,,18,,,17.75,,,831.05,,,64,,,12.99,,
2025-03-23,135106,MIRDIF CITY CENTER,UAE,4,Peets Coffee,Dine In,Non HD,Others,381.34,,,29,,,13.15,,,875.26,,,64,,,13.68,,
2025-05-17,135122,MBZ MALL,UAE,4,Peets Coffee,Dine In,Non HD,Others,256.03,,,26,,,9.85,,,1440.24,,,64,,,22.5,,
2025-05-02,135122,MBZ MALL,UAE,4,Peets Coffee,Dine In,Non HD,Others,326.5,,,21,,,15.55,,,1373.67,,,64,,,21.46,,
2025-08-05,135106,MIRDIF CITY CENTER,UAE,4,Peets Coffee,Dine In,Non HD,Others,891.11,,,83,,,10.74,,,805.14,,,64,,,12.58,,
2025-08-02,135116,PEETS AL SEEF,UAE,4,Peets Coffee,Dine In,Non HD,Others,179.98,,,13,,,13.84,,,955.35,,,64,,,14.93,,
2025-10-21,135123,REEM MALL,UAE,4,Peets Coffee,Dine In,Non HD,Others,394.42,,,41,,,9.62,,,833.62,,,64,,,13.03,,
2025-02-06,135123,REEM MALL,UAE,4,Peets Coffee,Dine In,Non HD,Others,624.46,,,51,,,12.24,,,880.56,,,64,,,13.76,,
2025-06-07,135116,PEETS AL SEEF,UAE,4,Peets Coffee,Dine In,Non HD,Others,74.22,,,7,,,10.6,,,917.02,,,64,,,14.33,,
2025-01-17,135114,DUBAI MALL KK CO,UAE,4,Peets Coffee,Dine In,Non HD,Others,565.53,,,60,,,9.43,,,704.53,,,64,,,11.01,,
2025-07-06,135135,PEETS DEIRA CITY CENTRE,UAE,4,Peets Coffee,Dine In,Non HD,Others,682.37,,,69,,,9.89,,,912.93,,,64,,,14.26,,
2025-07-29,135128,PEETS DEERFIELDS MALL,UAE,4,Peets Coffee,Dine In,Non HD,Others,59.93,,,5,,,11.99,,,872.75,,,64,,,13.64,,
2025-04-16,135123,REEM MALL,UAE,4,Peets Coffee,Dine In,Non HD,Others,687.1,,,67,,,10.26,,,844.51,,,64,,,13.2,,
2025-07-08,135106,MIRDIF CITY CENTER,UAE,4,Peets Coffee,Dine In,Non HD,Others,940.47,,,72,,,13.06,,,811.95,,,64,,,12.69,,
2025-05-19,135106,MIRDIF CITY CENTER,UAE,4,Peets Coffee,Dine In,Non HD,Others,659.67,,,58,,,11.37,,,824.42,,,64,,,12.88,,
2025-07-17,135128,PEETS DEERFIELDS MALL,UAE,4,Peets Coffee,Dine In,Non HD,Others,134.15,,,8,,,16.77,,,887.1,,,64,,,13.86,,
2025-07-15,135106,MIRDIF CITY CENTER,UAE,4,Peets Coffee,Dine In,Non HD,Others,707.33,,,59,,,11.99,,,811.95,,,64,,,12.69,,
2025-05-26,135106,MIRDIF CITY CENTER,UAE,4,Peets Coffee,Dine In,Non HD,Others,970.1,,,84,,,11.55,,,824.42,,,64,,,12.88,,
2025-04-18,135114,DUBAI MALL KK CO,UAE,4,Peets Coffee,Dine In,Non HD,Others,754.22,,,66,,,11.43,,,701.07,,,64,,,10.95,,
2025-01-11,135122,MBZ MALL,UAE,4,Peets Coffee,Dine In,Non HD,Others,333.91,,,20,,,16.7,,,1413.3,,,64,,,22.08,,
2025-09-05,135106,MIRDIF CITY CENTER,UAE,4,Peets Coffee,Dine In,Non HD,Others,1069.72,,,75,,,14.26,,,850.53,,,64,,,13.29,,
2025-02-18,135123,REEM MALL,UAE,4,Peets Coffee,Dine In,Non HD,Others,571.08,,,53,,,10.78,,,837.68,,,64,,,13.09,,
2025-09-14,135123,REEM MALL,UAE,4,Peets Coffee,Dine In,Non HD,Others,137.28,,,15,,,9.15,,,908.24,,,64,,,14.19,,
2024-05-02,135103,DUBAI MARINA MALL,UAE,4,Peets Coffee,Dine In,Non HD,Others,1986.64,,,137,,,14.5,,,1646.24,,,124,,,13.28,,
2024-02-04,135100,CITY WALK,UAE,4,Peets Coffee,Dine In,Non HD,Others,812.22,,,60,,,13.54,,,1511.51,,,124,,,12.19,,
2023-07-11,135101,FASHION AVENUE DUBAI MALL,UAE,4,Peets Coffee,Dine In,Non HD,Others,1477.06,,,108,,,13.68,,,893.46,,,124,,,7.21,,
2023-01-15,135101,FASHION AVENUE DUBAI MALL,UAE,4,Peets Coffee,Dine In,Non HD,Others,2064.25,,,133,,,15.52,,,973.85,,,124,,,7.85,,
2023-11-12,135102,DUBAI MALL LOWER GROUND FLOOR,UAE,4,Peets Coffee,Dine In,Non HD,Others,3002.06,,,210,,,14.3,,,1016.47,,,124,,,8.2,,
2023-05-24,135101,FASHION AVENUE DUBAI MALL,UAE,4,Peets Coffee,Dine In,Non HD,Others,1092.17,,,82,,,13.32,,,900.45,,,124,,,7.26,,
2023-07-11,135104,DUBAI HILLS MALL,UAE,4,Peets Coffee,Dine In,Non HD,Others,1965.44,,,175,,,11.23,,,893.46,,,124,,,7.21,,
2023-07-23,135104,DUBAI HILLS MALL,UAE,4,Peets Coffee,Dine In,Non HD,Others,2860.38,,,226,,,12.66,,,948.61,,,124,,,7.65,,
2023-09-13,135101,FASHION AVENUE DUBAI MALL,UAE,4,Peets Coffee,Dine In,Non HD,Others,1474.03,,,94,,,15.68,,,920.52,,,124,,,7.42,,
2025-08-08,135127,PEETS LOFTS BOULEVARD,UAE,4,Peets Coffee,Dine In,Non HD,Others,625.43,,,40,,,15.64,,,1779.65,,,124,,,14.35,,
2023-11-12,135104,DUBAI HILLS MALL,UAE,4,Peets Coffee,Dine In,Non HD,Others,3084.25,,,239,,,12.9,,,1016.47,,,124,,,8.2,,
2024-01-03,135103,DUBAI MARINA MALL,UAE,4,Peets Coffee,Dine In,Non HD,Others,1406.8,,,116,,,12.13,,,1538.72,,,124,,,12.41,,
2024-04-09,135103,DUBAI MARINA MALL,UAE,4,Peets Coffee,Dine In,Non HD,Others,1112.19,,,103,,,10.8,,,1640.96,,,124,,,13.23,,
2025-08-15,135127,PEETS LOFTS BOULEVARD,UAE,4,Peets Coffee,Dine In,Non HD,Others,674.83,,,36,,,18.75,,,1779.65,,,124,,,14.35,,
2023-05-24,135104,DUBAI HILLS MALL,UAE,4,Peets Coffee,Dine In,Non HD,Others,2340.96,,,193,,,12.13,,,900.45,,,124,,,7.26,,
2023-01-12,135101,FASHION AVENUE DUBAI MALL,UAE,4,Peets Coffee,Dine In,Non HD,Others,2402.57,,,135,,,17.8,,,939.58,,,124,,,7.58,,
2023-08-23,135101,FASHION AVENUE DUBAI MALL,UAE,4,Peets Coffee,Dine In,Non HD,Others,1893.61,,,117,,,16.18,,,902.87,,,124,,,7.28,,
2023-08-23,135102,DUBAI MALL LOWER GROUND FLOOR,UAE,4,Peets Coffee,Dine In,Non HD,Others,2338.1,,,144,,,16.24,,,902.87,,,124,,,7.28,,
2023-07-23,135101,FASHION AVENUE DUBAI MALL,UAE,4,Peets Coffee,Dine In,Non HD,Others,2127.79,,,148,,,14.38,,,948.61,,,124,,,7.65,,
2023-11-27,135104,DUBAI HILLS MALL,UAE,4,Peets Coffee,Dine In,Non HD,Others,2045.71,,,156,,,13.11,,,944.64,,,124,,,7.62,,
2025-05-25,135118,PEETS MEADOWS TOWN CENTRE,UAE,4,Peets Coffee,Dine In,Non HD,Others,1232.8,,,82,,,15.03,,,1760.75,,,124,,,14.2,,
2025-05-18,135118,PEETS MEADOWS TOWN CENTRE,UAE,4,Peets Coffee,Dine In,Non HD,Others,814.89,,,66,,,12.35,,,1760.75,,,124,,,14.2,,
2024-02-11,135100,CITY WALK,UAE,4,Peets Coffee,Dine In,Non HD,Others,981.61,,,62,,,15.83,,,1569.87,,,124,,,12.66,,
2024-02-18,135100,CITY WALK,UAE,4,Peets Coffee,Dine In,Non HD,Others,1040.14,,,72,,,14.45,,,1559.18,,,124,,,12.57,,
2024-12-29,135122,MBZ MALL,UAE,4,Peets Coffee,Dine In,Non HD,Others,83.7,,,10,,,8.37,,,1405.94,,,124,,,11.34,,
2024-12-29,135123,REEM MALL,UAE,4,Peets Coffee,Dine In,Non HD,Others,906.47,,,89,,,10.19,,,1405.94,,,124,,,11.34,,
2023-11-27,135102,DUBAI MALL LOWER GROUND FLOOR,UAE,4,Peets Coffee,Dine In,Non HD,Others,2573.62,,,196,,,13.13,,,944.64,,,124,,,7.62,,
2024-09-17,135100,CITY WALK,UAE,4,Peets Coffee,Dine In,Non HD,Others,631.64,,,60,,,10.53,,,1568.37,,,124,,,12.65,,
2024-02-25,135100,CITY WALK,UAE,4,Peets Coffee,Dine In,Non HD,Others,850.37,,,69,,,12.32,,,1520.6,,,124,,,12.26,,
2023-02-07,135101,FASHION AVENUE DUBAI MALL,UAE,4,Peets Coffee,Dine In,Non HD,Others,2001.57,,,133,,,15.05,,,943.93,,,124,,,7.61,,
2023-08-23,135104,DUBAI HILLS MALL,UAE,4,Peets Coffee,Dine In,Non HD,Others,2115.6,,,177,,,11.95,,,902.87,,,124,,,7.28,,
2023-06-06,135101,FASHION AVENUE DUBAI MALL,UAE,4,Peets Coffee,Dine In,Non HD,Others,1393.61,,,98,,,14.22,,,939.26,,,124,,,7.57,,
2023-06-06,135104,DUBAI HILLS MALL,UAE,4,Peets Coffee,Dine In,Non HD,Others,2005.65,,,188,,,10.67,,,939.26,,,124,,,7.57,,
2025-04-27,135118,PEETS MEADOWS TOWN CENTRE,UAE,4,Peets Coffee,Dine In,Non HD,Others,962.54,,,61,,,15.78,,,1745.17,,,123,,,14.19,,
2023-01-08,135101,FASHION AVENUE DUBAI MALL,UAE,4,Peets Coffee,Dine In,Non HD,Others,1961.06,,,143,,,13.71,,,964.25,,,123,,,7.84,,
2024-02-21,135103,DUBAI MARINA MALL,UAE,4,Peets Coffee,Dine In,Non HD,Others,1627.41,,,134,,,12.14,,,1481.75,,,123,,,12.05,,
2024-12-20,135122,MBZ MALL,UAE,4,Peets Coffee,Dine In,Non HD,Others,169.44,,,13,,,13.03,,,1474.11,,,123,,,11.98,,
2023-09-05,135101,FASHION AVENUE DUBAI MALL,UAE,4,Peets Coffee,Dine In,Non HD,Others,1562.2,,,108,,,14.46,,,904.49,,,123,,,7.35,,
2023-09-05,135104,DUBAI HILLS MALL,UAE,4,Peets Coffee,Dine In,Non HD,Others,2066.72,,,172,,,12.02,,,904.49,,,123,,,7.35,,
2023-07-10,135101,FASHION AVENUE DUBAI MALL,UAE,4,Peets Coffee,Dine In,Non HD,Others,1060.4,,,61,,,17.38,,,886.89,,,123,,,7.21,,
2023-07-10,135104,DUBAI HILLS MALL,UAE,4,Peets Coffee,Dine In,Non HD,Others,1933.03,,,148,,,13.06,,,886.89,,,123,,,7.21,,
2024-05-30,135100,CITY WALK,UAE,4,Peets Coffee,Dine In,Non HD,Others,979.74,,,77,,,12.72,,,1627.13,,,123,,,13.23,,
2023-09-25,135102,DUBAI MALL LOWER GROUND FLOOR,UAE,4,Peets Coffee,Dine In,Non HD,Others,2684.83,,,190,,,14.13,,,899.03,,,123,,,7.31,,
2023-09-25,135104,DUBAI HILLS MALL,UAE,4,Peets Coffee,Dine In,Non HD,Others,1880.41,,,167,,,11.26,,,899.03,,,123,,,7.31,,
2024-03-22,135100,CITY WALK,UAE,4,Peets Coffee,Dine In,Non HD,Others,471.9,,,36,,,13.11,,,1630.65,,,123,,,13.26,,
2024-12-20,135123,REEM MALL,UAE,4,Peets Coffee,Dine In,Non HD,Others,901.79,,,82,,,11.0,,,1474.11,,,123,,,11.98,,
2023-11-09,135102,DUBAI MALL LOWER GROUND FLOOR,UAE,4,Peets Coffee,Dine In,Non HD,Others,2944.75,,,216,,,13.63,,,970.16,,,123,,,7.89,,
2023-11-09,135104,DUBAI HILLS MALL,UAE,4,Peets Coffee,Dine In,Non HD,Others,2383.11,,,224,,,10.64,,,970.16,,,123,,,7.89,,
2023-11-19,135102,DUBAI MALL LOWER GROUND FLOOR,UAE,4,Peets Coffee,Dine In,Non HD,Others,4210.1,,,279,,,15.09,,,1002.79,,,123,,,8.15,,
2023-11-19,135104,DUBAI HILLS MALL,UAE,4,Peets Coffee,Dine In,Non HD,Others,2816.43,,,229,,,12.3,,,1002.79,,,123,,,8.15,,
2024-02-07,135103,DUBAI MARINA MALL,UAE,4,Peets Coffee,Dine In,Non HD,Others,1724.79,,,134,,,12.87,,,1506.89,,,123,,,12.25,,
2023-05-16,135101,FASHION AVENUE DUBAI MALL,UAE,4,Peets Coffee,Dine In,Non HD,Others,959.26,,,77,,,12.46,,,883.35,,,123,,,7.18,,
2023-05-16,135104,DUBAI HILLS MALL,UAE,4,Peets Coffee,Dine In,Non HD,Others,2335.4,,,192,,,12.16,,,883.35,,,123,,,7.18,,
2023-09-05,135102,DUBAI MALL LOWER GROUND FLOOR,UAE,4,Peets Coffee,Dine In,Non HD,Others,2346.67,,,173,,,13.56,,,904.49,,,123,,,7.35,,
2025-05-09,135107,ARABIAN RANCHES 3,UAE,4,Peets Coffee,Dine In,Non HD,Others,268.15,,,19,,,14.11,,,1764.55,,,123,,,14.35,,
2023-09-25,135101,FASHION AVENUE DUBAI MALL,UAE,4,Peets Coffee,Dine In,Non HD,Others,1467.02,,,101,,,14.52,,,899.03,,,123,,,7.31,,
2025-01-04,135118,PEETS MEADOWS TOWN CENTRE,UAE,4,Peets Coffee,Dine In,Non HD,Others,884.7,,,69,,,12.82,,,1823.49,,,123,,,14.83,,
2025-10-05,135127,PEETS LOFTS BOULEVARD,UAE,4,Peets Coffee,Dine In,Non HD,Others,1345.56,,,81,,,16.61,,,1679.01,,,123,,,13.65,,
2025-02-21,135118,PEETS MEADOWS TOWN CENTRE,UAE,4,Peets Coffee,Dine In,Non HD,Others,725.72,,,72,,,10.08,,,1766.1,,,123,,,14.36,,
2024-07-25,135100,CITY WALK,UAE,4,Peets Coffee,Dine In,Non HD,Others,370.03,,,35,,,10.57,,,1572.9,,,123,,,12.79,,
2025-10-12,135127,PEETS LOFTS BOULEVARD,UAE,4,Peets Coffee,Dine In,Non HD,Others,1574.09,,,104,,,15.14,,,1679.01,,,123,,,13.65,,
2024-09-23,135103,DUBAI MARINA MALL,UAE,4,Peets Coffee,Dine In,Non HD,Others,685.15,,,60,,,11.42,,,1566.75,,,122,,,12.84,,
2023-09-04,135102,DUBAI MALL LOWER GROUND FLOOR,UAE,4,Peets Coffee,Dine In,Non HD,Others,2149.57,,,164,,,13.11,,,892.45,,,122,,,7.32,,
2023-05-15,135104,DUBAI HILLS MALL,UAE,4,Peets Coffee,Dine In,Non HD,Others,1947.95,,,153,,,12.73,,,871.67,,,122,,,7.14,,
2023-10-24,135102,DUBAI MALL LOWER GROUND FLOOR,UAE,4,Peets Coffee,Dine In,Non HD,Others,3462.97,,,225,,,15.39,,,894.59,,,122,,,7.33,,
2023-10-24,135104,DUBAI HILLS MALL,UAE,4,Peets Coffee,Dine In,Non HD,Others,2197.81,,,182,,,12.08,,,894.59,,,122,,,7.33,,
2024-06-13,135100,CITY WALK,UAE,4,Peets Coffee,Dine In,Non HD,Others,804.86,,,80,,,10.06,,,1641.88,,,122,,,13.46,,
2023-05-15,135101,FASHION AVENUE DUBAI MALL,UAE,4,Peets Coffee,Dine In,Non HD,Others,907.26,,,68,,,13.34,,,871.67,,,122,,,7.14,,
2024-01-11,135103,DUBAI MARINA MALL,UAE,4,Peets Coffee,Dine In,Non HD,Others,1805.44,,,144,,,12.54,,,1593.47,,,122,,,13.06,,
2024-12-14,135122,MBZ MALL,UAE,4,Peets Coffee,Dine In,Non HD,Others,297.0,,,18,,,16.5,,,1430.6,,,122,,,11.73,,
2024-07-15,135103,DUBAI MARINA MALL,UAE,4,Peets Coffee,Dine In,Non HD,Others,1335.66,,,125,,,10.69,,,1506.76,,,122,,,12.35,,
2024-08-14,135100,CITY WALK,UAE,4,Peets Coffee,Dine In,Non HD,Others,423.53,,,35,,,12.1,,,1508.08,,,122,,,12.36,,
2025-06-07,135107,ARABIAN RANCHES 3,UAE,4,Peets Coffee,Dine In,Non HD,Others,218.22,,,10,,,21.82,,,1749.58,,,122,,,14.34,,
2025-10-26,135127,PEETS LOFTS BOULEVARD,UAE,4,Peets Coffee,Dine In,Non HD,Others,1672.62,,,84,,,19.91,,,1679.01,,,122,,,13.76,,
2023-07-25,135101,FASHION AVENUE DUBAI MALL,UAE,4,Peets Coffee,Dine In,Non HD,Others,1032.66,,,82,,,12.59,,,880.19,,,122,,,7.21,,
2023-07-25,135104,DUBAI HILLS MALL,UAE,4,Peets Coffee,Dine In,Non HD,Others,1612.77,,,150,,,10.75,,,880.19,,,122,,,7.21,,
2023-11-16,135102,DUBAI MALL LOWER GROUND FLOOR,UAE,4,Peets Coffee,Dine In,Non HD,Others,3144.93,,,238,,,13.21,,,950.37,,,122,,,7.79,,
2023-11-16,135104,DUBAI HILLS MALL,UAE,4,Peets Coffee,Dine In,Non HD,Others,2218.03,,,179,,,12.39,,,950.37,,,122,,,7.79,,
2023-02-13,135101,FASHION AVENUE DUBAI MALL,UAE,4,Peets Coffee,Dine In,Non HD,Others,1919.93,,,131,,,14.66,,,920.62,,,122,,,7.55,,
2023-09-04,135101,FASHION AVENUE DUBAI MALL,UAE,4,Peets Coffee,Dine In,Non HD,Others,1378.2,,,90,,,15.31,,,892.45,,,122,,,7.32,,
2023-01-19,135101,FASHION AVENUE DUBAI MALL,UAE,4,Peets Coffee,Dine In,Non HD,Others,1925.94,,,124,,,15.53,,,936.09,,,122,,,7.67,,
2023-09-04,135104,DUBAI HILLS MALL,UAE,4,Peets Coffee,Dine In,Non HD,Others,1848.21,,,153,,,12.08,,,892.45,,,122,,,7.32,,
2024-01-18,135103,DUBAI MARINA MALL,UAE,4,Peets Coffee,Dine In,Non HD,Others,913.4,,,82,,,11.14,,,1566.28,,,122,,,12.84,,
2024-01-25,135103,DUBAI MARINA MALL,UAE,4,Peets Coffee,Dine In,Non HD,Others,1487.13,,,118,,,12.6,,,1595.15,,,122,,,13.08,,
2024-07-22,135103,DUBAI MARINA MALL,UAE,4,Peets Coffee,Dine In,Non HD,Others,1302.65,,,102,,,12.77,,,1519.09,,,122,,,12.45,,
2024-04-05,135103,DUBAI MARINA MALL,UAE,4,Peets Coffee,Dine In,Non HD,Others,1202.47,,,114,,,10.55,,,1625.3,,,122,,,13.32,,
2025-10-19,135127,PEETS LOFTS BOULEVARD,UAE,4,Peets Coffee,Dine In,Non HD,Others,1281.96,,,74,,,17.32,,,1679.01,,,122,,,13.76,,
2023-06-20,135101,FASHION AVENUE DUBAI MALL,UAE,4,Peets Coffee,Dine In,Non HD,Others,1801.42,,,113,,,15.94,,,934.31,,,122,,,7.66,,
2023-11-01,135102,DUBAI MALL LOWER GROUND FLOOR,UAE,4,Peets Coffee,Dine In,Non HD,Others,3044.57,,,216,,,14.1,,,966.62,,,122,,,7.92,,
2024-03-20,135103,DUBAI MARINA MALL,UAE,4,Peets Coffee,Dine In,Non HD,Others,1221.91,,,102,,,11.98,,,1559.59,,,122,,,12.78,,
